strada;desvia;percorso;lato;tratto;note;data pulizia;orario pulizia inizio;orario pulizia fine;divieto di sosta inizio;divieto di sosta fine;data posizionamento segnaletica;data prima pubblicazione;data aggiornamento
2470;LARGO PORTA NUOVA;14;entrambi;;;03/04/23;20.15;04.00;19.00;05.00;30/03/23;20/03/23;
2750;VIA S. FRANCESCO D'ASSISI;14;entrambi;;;03/04/23;20.15;04.00;19.00;05.00;30/03/23;20/03/23;
800;VIA CARD. BERNARDO CLESIO;15;entrambi;;;04/04/23;20.15;04.00;19.00;05.00;31/03/23;20/03/23;
880;PIAZZA DANTE;15;entrambi;;;04/04/23;20.15;04.00;19.00;05.00;31/03/23;20/03/23;
1730;VIA A. MANZONI;15;entrambi;;;04/04/23;20.15;04.00;19.00;05.00;31/03/23;20/03/23;
2670;VIA A. ROSMINI;15;ovest;;;04/04/23;20.15;04.00;19.00;05.00;31/03/23;20/03/23;
3030;PIAZZA RAFFAELLO SANZIO;15;entrambi;da incrocio  Via A. Manzoni a incrocio Via Card. Bernardo Clesio;;04/04/23;20.15;04.00;19.00;05.00;31/03/23;20/03/23;
3050;LARGO N. SAURO;15;entrambi;da semaforo a via A. Manzoni;;04/04/23;20.15;04.00;19.00;05.00;31/03/23;20/03/23;
3300;VIA TORRE VANGA;15;entrambi;;;04/04/23;20.15;04.00;19.00;05.00;31/03/23;20/03/23;
3310;VIA TORRE VERDE;15;entrambi;;;04/04/23;20.15;04.00;19.00;05.00;31/03/23;20/03/23;
3400;PIAZZA VENEZIA;15;entrambi;;;04/04/23;20.15;04.00;19.00;05.00;31/03/23;20/03/23;
3430;VIA DEI VENTUNO;15;entrambi;;;04/04/23;20.15;04.00;19.00;05.00;31/03/23;20/03/23;
460;VIA F.LLI BRONZETTI;16;entrambi;;;06/04/23;20.15;04.00;19.00;05.00;04/04/23;20/03/23;
760;VIA DAMIANO CHIESA;16;entrambi;;;06/04/23;20.15;04.00;19.00;05.00;04/04/23;20/03/23;
1140;VIA F. FILZI;16;entrambi;;;06/04/23;20.15;04.00;19.00;05.00;04/04/23;20/03/23;
1600;VIA CARD. C. MADRUZZO;16;entrambi;da incrocio Via 24 Maggio e Via Santa Croce;;06/04/23;20.15;04.00;19.00;05.00;04/04/23;20/03/23;
1610;VICOLO CARD. C. MADRUZZO;16;entrambi;;;06/04/23;20.15;04.00;19.00;05.00;04/04/23;20/03/23;
1830;VIA P. A. MATTIOLI;16;entrambi;;;06/04/23;20.15;04.00;19.00;05.00;04/04/23;20/03/23;
2330;VIA F.LLI PERINI;16;nord;;;06/04/23;20.15;04.00;19.00;05.00;04/04/23;20/03/23;
2950;VIA SANTA CROCE;16;entrambi;;;06/04/23;20.15;04.00;19.00;05.00;04/04/23;20/03/23;
3350;CORSO 3 NOVEMBRE;16;entrambi;compresi vialetti interni;;06/04/23;20.15;04.00;19.00;05.00;04/04/23;20/03/23;
190;VIA ASILO PEDROTTI;17;entrambi;;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
470;VIA G. BUCCELLA;17;entrambi;;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
1560;VIA G. E T. LORENZONI;17;entrambi;;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
1940;VIA MONTE CORNO;17;entrambi;;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
2020;VIA DEI MUREDEI;17;entrambi;;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
2170;VIA ORTIGARA;17;entrambi;;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
2500;LARGO E. PRATI;17;entrambi;;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
2660;VIA O. ROVERETI;17;entrambi;;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
2900;VIA R. DA SANSEVERINO;17;entrambi;Parcheggio ;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
3510;VIA VITTORIO VENETO;17;entrambi;da largo E. Prati a rotatoria incrocio Via G.e T. Lorenzoni ;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
3801;VIA BEATO G. ALBERIONE;17;entrambi;;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
3901;VIA G. MATTEOTTI;17;sud;;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
3901;VIA G. MATTEOTTI;17;entrambi;da incrocio Via Ortigara a incrocio VIA G. Buccella;;30/03/23;20.15;04.00;19.00;05.00;28/03/23;20/03/23;
1810;VIA C. MARTINI;18;entrambi;;;07/04/23;20.15;02.30;19.00;05.00;05/04/23;20/03/23;
2330;VIA F.LLI PERINI;18;sud;;;07/04/23;20.15;02.30;19.00;05.00;05/04/23;20/03/23;
2680;VIALE ROVERETO;18;entrambi;;;07/04/23;20.15;02.30;19.00;05.00;05/04/23;20/03/23;
3500;VIA A. VIVALDI;18;entrambi;;;07/04/23;20.15;02.30;19.00;05.00;05/04/23;20/03/23;
3510;VIA VITTORIO VENETO;18;entrambi;da via Mattioli a via 3 Novembre;;07/04/23;20.15;02.30;19.00;05.00;05/04/23;20/03/23;
3530;VIA R. ZANDONAI;18;entrambi;;;07/04/23;20.15;02.30;19.00;05.00;05/04/23;20/03/23;
3901;VIA G. MATTEOTTI;18;nord;;;07/04/23;20.15;02.30;19.00;05.00;05/04/23;20/03/23;
10;VIA C. ABBA;19;entrambi;;;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
940;VIA DIETRO LE MURA A;19;entrambi;;;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
1130;PIAZZA DI FIERA;19;entrambi;;;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
1630;VIA B. MALFATTI;19;entrambi;;;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
1720;VIA DELLA MANTOVANA;19;entrambi;;;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
1900;VIA DEI MILLE;19;sud;compreso parcheggio numeri civici 33 35 37 39 41 (piazzetta);;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
2370;VIA PIAVE;19;entrambi;;;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
2520;VIA G. A PRATO;19;entrambi;;;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
2730;VIA SAN BERNARDINO;19;entrambi;;;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
2780;VIA SAN GIOVANNI BOSCO;19;entrambi;;;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
3905;VIA EDDA ALBERTINI;19;entrambi;;;11/04/23;20.15;04.00;19.00;05.00;06/04/23;20/03/23;
360;VIA P. BENEDETTO BONELLI;20;entrambi;;;12/04/23;20.15;04.00;19.00;05.00;07/04/23;20/03/23;
1150;VIA FIUME;20;entrambi;;;12/04/23;20.15;04.00;19.00;05.00;07/04/23;20/03/23;
1340;VIA B. GIOVANELLI;20;entrambi;;;12/04/23;20.15;04.00;19.00;05.00;07/04/23;20/03/23;
1400;VIA DON GIUSEPPE GRAZIOLI;20;nord;compreso parcheggio ex Cassa Malati;;12/04/23;20.15;04.00;19.00;05.00;07/04/23;20/03/23;
1900;VIA DEI MILLE;20;nord;;;12/04/23;20.15;04.00;19.00;05.00;07/04/23;20/03/23;
1920;VIA DEI MOLINI;20;entrambi;;;12/04/23;20.15;04.00;19.00;05.00;07/04/23;20/03/23;
3360;VIALE TRIESTE;20;entrambi;;;12/04/23;20.15;04.00;19.00;05.00;07/04/23;20/03/23;
3550;VIA ZARA;20;entrambi;;;12/04/23;20.15;04.00;19.00;05.00;07/04/23;20/03/23;
4048;PONTE BEATO MARIO BORZAGA;20;entrambi;;;12/04/23;20.15;04.00;19.00;05.00;07/04/23;20/03/23;
40;VIA ADAMELLO;21;entrambi;;;13/04/23;20.15;04.00;19.00;05.00;11/04/23;20/03/23;
300;VIA BEZZECCA;21;entrambi;;;13/04/23;20.15;04.00;19.00;05.00;11/04/23;20/03/23;
865;VIA S.F.CROSINA-B.SARTORI;21;entrambi;compreso parcheggio;;13/04/23;20.15;04.00;19.00;05.00;11/04/23;20/03/23;
1160;VIA A. FOGAZZARO;21;entrambi;;;13/04/23;20.15;04.00;19.00;05.00;11/04/23;20/03/23;
1370;VIA GOCCIADORO;21;entrambi;da Largo Donatori Vol. Sangue a inrocio con Via S.F. Crosina-B. Sartori;;13/04/23;20.15;04.00;19.00;05.00;11/04/23;20/03/23;
1650;VIA MALTA;21;entrambi;;;13/04/23;20.15;04.00;19.00;05.00;11/04/23;20/03/23;
1890;VIA MILANO;21;sud;;;13/04/23;20.15;04.00;19.00;05.00;11/04/23;20/03/23;
2200;VIA PALERMO;21;entrambi;compreso parcheggio;;13/04/23;20.15;04.00;19.00;05.00;11/04/23;20/03/23;
3450;VIALE VERONA;21;entrambi;da incrocio Via Marsala a incrocio Via A. Fogazzaro ;;13/04/23;20.15;04.00;19.00;05.00;11/04/23;20/03/23;
4047;PONTE DEI MILLE;21;entrambi;;;13/04/23;20.15;04.00;19.00;05.00;11/04/23;20/03/23;
110;VIA ALTIPIANI;22;entrambi;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
150;VIA L. ANZOLETTI;22;est;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
170;VIA A. APOLLONIO;22;sud;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
280;VIA O. BENEVOLI;22;entrambi;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
340;VIALE N. BOLOGNINI;22;entrambi;da Ponte dei Mille al civico 96 ;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
410;VIA O. BRENTARI;22;entrambi;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
1380;VIA GORIZIA;22;entrambi;da incrocio Piazza Vicenza a  Via Regina Pacis;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
1890;VIA MILANO;22;nord;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
2050;VIA A. NICOLODI;22;est;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
2210;VIA G. P. DA PALESTRINA;22;entrambi;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
2550;VIA G. RANZI;22;entrambi;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
2570;VIA REGINA PACIS;22;entrambi;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
3270;VIA TOFANE;22;entrambi;;;14/04/23;20.15;02.30;19.00;05.00;12/04/23;20/03/23;
920;VIA AL DESERT;23;entrambi;;;17/04/23;20.15;04.00;19.00;05.00;13/04/23;20/03/23;
975;L.GO DONATORI VOL. SANGUE;23;entrambi;;;17/04/23;20.15;04.00;19.00;05.00;13/04/23;20/03/23;
