strada;desvia;percorso;lato;tratto;note;data pulizia;orario pulizia inizio;orario pulizia fine;divieto di sosta inizio;divieto di sosta fine;data posizionamento segnaletica;data prima pubblicazione;data aggiornamento
3510;VIA VITTORIO VENETO;17;entrambi;da largo E. Prati a rotatoria incrocio Via G.e T. Lorenzoni ;;31/03/22;20.15;04.00;19.00;05.00;29/03/22;17/03/22;
100;CORSO DEGLI ALPINI;11;est;;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
480;CORSO M. BUONARROTI;11;ovest;;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
3050;LARGO N. SAURO;11;entrambi;;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
2320;PIAZZA S. PELLICO;11;entrambi;;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
20;VIA A. ABONDI;11;entrambi;da incrocio via Maccani a incrocio via Pancheri;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
3650;VIA A. SCHMID;11;entrambi;;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
1660;VIA DELLA MALVASIA;11;entrambi;;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
3590;VIA DI CAMPOTRENTINO;11;entrambi;;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
1570;VIA E. MACCANI;11;est;da Corso degli Alpini  a rotatoria incrocio Via Caduti di Nassiriya;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
1170;VIA FELICE E G. FONTANA;11;entrambi;;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
3660;VIA L. SENESI;11;entrambi;compreso parcheggi;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
2820;VIA SAN MARTINO;11;entrambi;;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
3290;VIA TORRE D'AUGUSTO;11;entrambi;da Via A. Manzoni ad Hotel Monaco;;01/04/22;20.15;02.30;19.00;05.00;30/03/22;17/03/22;
2445;LARGO L. PIGARELLI;14;entrambi;;;04/04/22;20.15;04.00;19.00;05.00;31/03/22;17/03/22;
2470;LARGO PORTA NUOVA;14;entrambi;;;04/04/22;20.15;04.00;19.00;05.00;31/03/22;17/03/22;
450;VIA BRIGATA ACQUI;14;entrambi;;;04/04/22;20.15;04.00;19.00;05.00;31/03/22;17/03/22;
2450;VIA C. A. PILATI;14;entrambi;;;04/04/22;20.15;04.00;19.00;05.00;31/03/22;17/03/22;
1600;VIA CARD. C. MADRUZZO;14;entrambi;da incrocio Via 24 Maggio a incrocio Via A. Rosmini;;04/04/22;20.15;04.00;19.00;05.00;31/03/22;17/03/22;
2250;VIA DEI PARADISI;14;entrambi;;;04/04/22;20.15;04.00;19.00;05.00;31/03/22;17/03/22;
1400;VIA DON GIUSEPPE GRAZIOLI;14;sud;;;04/04/22;20.15;04.00;19.00;05.00;31/03/22;17/03/22;
210;VIA F. BARBACOVI;14;entrambi;;;04/04/22;20.15;04.00;19.00;05.00;31/03/22;17/03/22;
1060;VIA MONS. C. ENDRICI;14;entrambi;;;04/04/22;20.15;04.00;19.00;05.00;31/03/22;17/03/22;
2750;VIA S. FRANCESCO D'ASSISI;14;entrambi;;;04/04/22;20.15;04.00;19.00;05.00;31/03/22;17/03/22;
3050;LARGO N. SAURO;15;entrambi;da semaforo a via A. Manzoni;;05/04/22;20.15;04.00;19.00;05.00;01/04/22;17/03/22;
880;PIAZZA DANTE;15;entrambi;;;05/04/22;20.15;04.00;19.00;05.00;01/04/22;17/03/22;
3030;PIAZZA RAFFAELLO SANZIO;15;entrambi;da incrocio  Via A. Manzoni a incrocio Via Card. Bernardo Clesio;;05/04/22;20.15;04.00;19.00;05.00;01/04/22;17/03/22;
3400;PIAZZA VENEZIA;15;entrambi;;;05/04/22;20.15;04.00;19.00;05.00;01/04/22;17/03/22;
1730;VIA A. MANZONI;15;entrambi;;;05/04/22;20.15;04.00;19.00;05.00;01/04/22;17/03/22;
2670;VIA A. ROSMINI;15;ovest;;;05/04/22;20.15;04.00;19.00;05.00;01/04/22;17/03/22;
800;VIA CARD. BERNARDO CLESIO;15;entrambi;;;05/04/22;20.15;04.00;19.00;05.00;01/04/22;17/03/22;
3430;VIA DEI VENTUNO;15;entrambi;;;05/04/22;20.15;04.00;19.00;05.00;01/04/22;17/03/22;
3300;VIA TORRE VANGA;15;entrambi;;;05/04/22;20.15;04.00;19.00;05.00;01/04/22;17/03/22;
3310;VIA TORRE VERDE;15;entrambi;;;05/04/22;20.15;04.00;19.00;05.00;01/04/22;17/03/22;
290;VIA A. BETTINI;33;entrambi;;;06/04/22;20.15;04.00;19.00;05.00;04/04/22;17/03/22;
3817;VIA DI MADONNA BIANCA;33;entrambi;;;06/04/22;20.15;04.00;19.00;05.00;04/04/22;17/03/22;
3450;VIALE VERONA;33;entrambi;da incrocio Via A. Fogazzaro a incrocio rotonda Via A. Degasperi;;06/04/22;20.15;04.00;19.00;05.00;04/04/22;17/03/22;
3350;CORSO 3 NOVEMBRE;16;entrambi;compresi vialetti interni;;07/04/22;20.15;04.00;19.00;05.00;05/04/22;17/03/22;
1600;VIA CARD. C. MADRUZZO;16;entrambi;da incrocio Via 24 Maggio e Via Santa Croce;;07/04/22;20.15;04.00;19.00;05.00;05/04/22;17/03/22;
760;VIA DAMIANO CHIESA;16;entrambi;;;07/04/22;20.15;04.00;19.00;05.00;05/04/22;17/03/22;
1140;VIA F. FILZI;16;entrambi;;;07/04/22;20.15;04.00;19.00;05.00;05/04/22;17/03/22;
460;VIA F.LLI BRONZETTI;16;entrambi;;;07/04/22;20.15;04.00;19.00;05.00;05/04/22;17/03/22;
2330;VIA F.LLI PERINI;16;nord;;;07/04/22;20.15;04.00;19.00;05.00;05/04/22;17/03/22;
1830;VIA P. A. MATTIOLI;16;entrambi;;;07/04/22;20.15;04.00;19.00;05.00;05/04/22;17/03/22;
2950;VIA SANTA CROCE;16;entrambi;;;07/04/22;20.15;04.00;19.00;05.00;05/04/22;17/03/22;
1610;VICOLO CARD. C. MADRUZZO;16;entrambi;;;07/04/22;20.15;04.00;19.00;05.00;05/04/22;17/03/22;
3500;VIA A. VIVALDI;18;entrambi;;;08/04/22;20.15;02.30;19.00;05.00;06/04/22;17/03/22;
1810;VIA C. MARTINI;18;entrambi;;;08/04/22;20.15;02.30;19.00;05.00;06/04/22;17/03/22;
2330;VIA F.LLI PERINI;18;sud;;;08/04/22;20.15;02.30;19.00;05.00;06/04/22;17/03/22;
3901;VIA G. MATTEOTTI;18;nord;;;08/04/22;20.15;02.30;19.00;05.00;06/04/22;17/03/22;
3530;VIA R. ZANDONAI;18;entrambi;;;08/04/22;20.15;02.30;19.00;05.00;06/04/22;17/03/22;
3510;VIA VITTORIO VENETO;18;entrambi;da via Mattioli a via 3 Novembre;;08/04/22;20.15;02.30;19.00;05.00;06/04/22;17/03/22;
2680;VIALE ROVERETO;18;entrambi;;;08/04/22;20.15;02.30;19.00;05.00;06/04/22;17/03/22;
1130;PIAZZA DI FIERA;19;entrambi;;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
1630;VIA B. MALFATTI;19;entrambi;;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
10;VIA C. ABBA;19;entrambi;;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
1900;VIA DEI MILLE;19;sud;compreso parcheggio numeri civici 33 35 37 39 41;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
1720;VIA DELLA MANTOVANA;19;entrambi;;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
940;VIA DIETRO LE MURA A;19;entrambi;;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
3905;VIA EDDA ALBERTINI;19;entrambi;;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
2520;VIA G. A PRATO;19;entrambi;;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
2370;VIA PIAVE;19;entrambi;;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
2730;VIA SAN BERNARDINO;19;entrambi;;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
2780;VIA SAN GIOVANNI BOSCO;19;entrambi;;;11/04/22;20.15;04.00;19.00;05.00;07/04/22;17/03/22;
4048;PONTE BEATO MARIO BORZAGA;20;entrambi;;;12/04/22;20.15;04.00;19.00;05.00;08/04/22;17/03/22;
1340;VIA B. GIOVANELLI;20;entrambi;;;12/04/22;20.15;04.00;19.00;05.00;08/04/22;17/03/22;
1900;VIA DEI MILLE;20;nord;;;12/04/22;20.15;04.00;19.00;05.00;08/04/22;17/03/22;
1920;VIA DEI MOLINI;20;entrambi;;;12/04/22;20.15;04.00;19.00;05.00;08/04/22;17/03/22;
1400;VIA DON GIUSEPPE GRAZIOLI;20;nord;compreso parcheggio ex Cassa Malati;;12/04/22;20.15;04.00;19.00;05.00;08/04/22;17/03/22;
1150;VIA FIUME;20;entrambi;;;12/04/22;20.15;04.00;19.00;05.00;08/04/22;17/03/22;
360;VIA P. BENEDETTO BONELLI;20;entrambi;;;12/04/22;20.15;04.00;19.00;05.00;08/04/22;17/03/22;
3550;VIA ZARA;20;entrambi;;;12/04/22;20.15;04.00;19.00;05.00;08/04/22;17/03/22;
3360;VIALE TRIESTE;20;entrambi;;;12/04/22;20.15;04.00;19.00;05.00;08/04/22;17/03/22;
4047;PONTE DEI MILLE;21;entrambi;;;13/04/22;20.15;04.00;19.00;05.00;11/04/22;17/03/22;
1160;VIA A. FOGAZZARO;21;entrambi;;;13/04/22;20.15;04.00;19.00;05.00;11/04/22;17/03/22;
40;VIA ADAMELLO;21;entrambi;;;13/04/22;20.15;04.00;19.00;05.00;11/04/22;17/03/22;
300;VIA BEZZECCA;21;entrambi;;;13/04/22;20.15;04.00;19.00;05.00;11/04/22;17/03/22;
1370;VIA GOCCIADORO;21;entrambi;da Largo Donatori Vol. Sangue a inrocio con Via S.F. Crosina-B. Sartori;;13/04/22;20.15;04.00;19.00;05.00;11/04/22;17/03/22;
1650;VIA MALTA;21;entrambi;;;13/04/22;20.15;04.00;19.00;05.00;11/04/22;17/03/22;
1890;VIA MILANO;21;sud;;;13/04/22;20.15;04.00;19.00;05.00;11/04/22;17/03/22;
2200;VIA PALERMO;21;entrambi;compreso parcheggio;;13/04/22;20.15;04.00;19.00;05.00;11/04/22;17/03/22;
865;VIA S.F.CROSINA-B.SARTORI;21;entrambi;compreso parcheggio;;13/04/22;20.15;04.00;19.00;05.00;11/04/22;17/03/22;
3450;VIALE VERONA;21;entrambi;da incrocio Via Marsala a incrocio Via A. Fogazzaro ;;13/04/22;20.15;04.00;19.00;05.00;11/04/22;17/03/22;
170;VIA A. APOLLONIO;22;sud;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
2050;VIA A. NICOLODI;22;est;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
110;VIA ALTIPIANI;22;entrambi;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
2210;VIA G. P. DA PALESTRINA;22;entrambi;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
2550;VIA G. RANZI;22;entrambi;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
1380;VIA GORIZIA;22;entrambi;da incrocio Piazza Vicenza a  Via Regina Pacis;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
150;VIA L. ANZOLETTI;22;est;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
1890;VIA MILANO;22;nord;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
280;VIA O. BENEVOLI;22;entrambi;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
410;VIA O. BRENTARI;22;entrambi;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
2570;VIA REGINA PACIS;22;entrambi;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
3270;VIA TOFANE;22;entrambi;;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
340;VIALE N. BOLOGNINI;22;entrambi;da Ponte dei Mille al civico 96 ;;14/04/22;20.15;04.00;19.00;05.00;12/04/22;17/03/22;
975;L.GO DONATORI VOL. SANGUE;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
1850;LARGO MEDAGLIE D'ORO;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
3470;PIAZZA VICENZA;23;entrambi;da incrocio Via Vicenza a Via Pasubio;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
920;VIA AL DESERT;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
1310;VIA DELLE GHIAIE;23;entrambi;rotonda all'incrocio con Via A. Degasperi;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
1300;VIA G. GEROLA;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
2090;VIA G. ONESTINGHEL;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
1370;VIA GOCCIADORO;23;entrambi;da Largo Donatori Vol. Sangue a  incrocio Viale Verona;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
1380;VIA GORIZIA;23;entrambi;da incrocio Piazza Vicenza a incrocio Via Bolghera;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
3770;VIA H. JEDIN;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
2040;VIA NICOLO' D'ARCO;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
2140;VIA P. ORSI;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
2280;VIA PASUBIO;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
2930;VIA SANT'ANTONIO;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
3280;VIA TONALE;23;entrambi;;;15/04/22;20.15;02.30;19.00;05.00;13/04/22;17/03/22;
3470;PIAZZA VICENZA;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
4048;PONTE BEATO MARIO BORZAGA;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
170;VIA A. APOLLONIO;24;nord;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
2050;VIA A. NICOLODI;24;ovest;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
330;VIA BOLGHERA;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
620;VIA CARE' ALTO;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
810;VIA COL DI LANA;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
860;VIA CONI ZUGNA;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
3822;VIA DEL MASO SMALZ;24;entrambi;fino entrata Maso Smalz;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
1310;VIA DELLE GHIAIE;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
2300;VIA G. PECORI GIRALDI;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
150;VIA L. ANZOLETTI;24;ovest;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
1960;VIA MONTELLO;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
2190;VIA PADOVA;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
2560;VIA RAVENNA;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
3480;VIA VICENZA;24;entrambi;;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
340;VIALE N. BOLOGNINI;24;entrambi;da Ponte dei Mille a Ponte dei Cavalleggeri;;19/04/22;20.15;04.00;19.00;05.00;14/04/22;17/03/22;
3803;PIAZZALE EUROPA;25;entrambi;;;20/04/22;20.15;04.00;19.00;05.00;15/04/22;17/03/22;
900;VIA A. DEGASPERI;25;entrambi;;;20/04/22;20.15;04.00;19.00;05.00;15/04/22;17/03/22;
1760;VIA A. MARIGHETTO;25;entrambi;;;20/04/22;20.15;04.00;19.00;05.00;15/04/22;17/03/22;
1870;VIA C. MENGUZZATO;25;entrambi;dalla rotatoria incrocio Via Edmund Mach a Piazzale Europa;;20/04/22;20.15;04.00;19.00;05.00;15/04/22;17/03/22;
3817;VIA DI MADONNA BIANCA;25;entrambi;rotonda all'incrocio con Viale Verona;;20/04/22;20.15;04.00;19.00;05.00;15/04/22;17/03/22;
1860;VIA GEN. GIACOMO MEDICI;25;entrambi;;;20/04/22;20.15;04.00;19.00;05.00;15/04/22;17/03/22;
1800;VIA MARSALA;25;entrambi;;;20/04/22;20.15;04.00;19.00;05.00;15/04/22;17/03/22;
2880;VIA SAN PIO X;25;entrambi;;;20/04/22;20.15;04.00;19.00;05.00;15/04/22;17/03/22;
3250;VIALE DEI TIGLI;25;sud;;;20/04/22;20.15;04.00;19.00;05.00;15/04/22;17/03/22;
2600;VIALE DELLE ROBINIE;25;entrambi;;;20/04/22;20.15;04.00;19.00;05.00;15/04/22;17/03/22;
900;VIA A. DEGASPERI;26;entrambi;tratto da civico 21 a Via La Clarina;;21/04/22;20.15;04.00;19.00;05.00;19/04/22;17/03/22;
1180;VIA A. FRANK;26;entrambi;;;21/04/22;20.15;04.00;19.00;05.00;19/04/22;17/03/22;
1390;VIA A. GRAMSCI;26;entrambi;;;21/04/22;20.15;04.00;19.00;05.00;19/04/22;17/03/22;
770;VIA E. CHINI;26;entrambi;;;21/04/22;20.15;04.00;19.00;05.00;19/04/22;17/03/22;
1210;VIA GANDHI;26;entrambi;;;21/04/22;20.15;04.00;19.00;05.00;19/04/22;17/03/22;
1370;VIA GOCCIADORO;26;entrambi;tratto dal civico 86/1 a Via San Bartolameo;;21/04/22;20.15;04.00;19.00;05.00;19/04/22;17/03/22;
1050;VIA L. EINAUDI;26;entrambi;;;21/04/22;20.15;04.00;19.00;05.00;19/04/22;17/03/22;
780;VIA LA CLARINA;26;entrambi;;;21/04/22;20.15;04.00;19.00;05.00;19/04/22;17/03/22;
2700;VIA SAN BARTOLAMEO;26;entrambi;da incrocio via Chini a incrocio via Gocciadoro;;21/04/22;20.15;04.00;19.00;05.00;19/04/22;17/03/22;
3250;VIALE DEI TIGLI;26;nord;;;21/04/22;20.15;04.00;19.00;05.00;19/04/22;17/03/22;
2495;VIA A. PRANZELORES;28;entrambi;;;22/04/22;20.15;04.00;19.00;05.00;20/04/22;17/03/22;
3501;VIA CENTOCHIAVI;28;entrambi;fino sottopasso tangenziale;;22/04/22;20.15;02.30;19.00;05.00;20/04/22;17/03/22;
3150;VIA DEI SOLTERI;28;entrambi;;;22/04/22;20.15;02.30;19.00;05.00;20/04/22;17/03/22;
3506;VIA G. B. TRENER;28;entrambi;;;22/04/22;20.15;02.30;19.00;05.00;20/04/22;17/03/22;
1335;VIA G. GILLI;28;entrambi;;;22/04/22;20.15;02.30;19.00;05.00;20/04/22;17/03/22;
1780;VIA G. MARCONI;28;entrambi;;;22/04/22;20.15;02.30;19.00;05.00;20/04/22;17/03/22;
775;VIA PADRE E. CHIOCCHETTI;28;entrambi;;;22/04/22;20.15;02.30;19.00;05.00;20/04/22;17/03/22;
1415;VIA R. GUARDINI;28;entrambi;;;22/04/22;20.15;02.30;19.00;05.00;20/04/22;17/03/22;
1555;VIA R. LUNELLI;28;entrambi;compreso parcheggi;;22/04/22;20.15;02.30;19.00;05.00;20/04/22;17/03/22;
3535;VIA V. ZAMBRA;28;entrambi;;;22/04/22;20.15;02.30;19.00;05.00;20/04/22;17/03/22;
5300;LOC. RONCAFORT;30;entrambi;;;26/04/22;20.15;04.00;19.00;05.00;21/04/22;17/03/22;
3780;VIA A. DETASSIS;30;entrambi;;;26/04/22;20.15;04.00;19.00;05.00;21/04/22;17/03/22;
5595;VIA DI MELTA;30;entrambi;;;26/04/22;20.15;04.00;19.00;05.00;21/04/22;17/03/22;
3750;VIA DON LORENZO GUETTI;30;entrambi;;;26/04/22;20.15;04.00;19.00;05.00;21/04/22;17/03/22;
1570;VIA E. MACCANI;30;entrambi;da rotatoria incrocio Via Caduti di Nassiriya a Via Caneppele;;26/04/22;20.15;04.00;19.00;05.00;21/04/22;17/03/22;
5420;VIA G. CAPRONI;30;entrambi;;;26/04/22;20.15;04.00;19.00;05.00;21/04/22;17/03/22;
