strada;desvia;percorso;lato;tratto;note;data pulizia;orario pulizia inizio;orario pulizia fine;divieto di sosta inizio;divieto di sosta fine;data posizionamento segnaletica;data prima pubblicazione;data aggiornamento
520;VIA CAIO VALERIO MARIANO;10;entrambi;;;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
570;PIAZZA GEN. A. CANTORE;10;entrambi;;;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
1020;VIA DOSSO DOSSI;10;entrambi;;;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
1460;VIA G. B. LAMPI;10;entrambi;;;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
1480;VIA LAVISOTTO;10;entrambi;;;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
1570;VIA E. MACCANI;10;entrambi;rotatoria incrocio Via Caduti di Nassiriya;rotatoria incrocio Via Caduti di Nassiriya;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
1570;VIA E. MACCANI;10;ovest;da rotatoria incrocio Via Caduti di Nassiriya a Corso degli Alpini;lato ovest da rotatoria incrocio Via Caduti di Nassiriya a Corso degli Alpini;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
1770;LUNGADIGE MARCO APULEIO;10;entrambi;;;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
1970;VIA C. MORONE;10;entrambi;;;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
2070;VIA G. OBERZINER;10;entrambi;;;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
3190;VIA A. STOPPANI;10;entrambi;;;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
3511;PIAZZALE C. RUSCONI;10;entrambi;;;10/04/2019;20.00;3.30;19.00;5.00;08/04/2019;03/04/2019;03/04/2019
20;VIA A. ABONDI;11;entrambi;da incrocio via Maccani a incrocio via Pancheri;da incrocio via Maccani a incrocio via Pancheri;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
100;CORSO DEGLI ALPINI;11;est;;lato est ;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
480;CORSO M. BUONARROTI;11;ovest;;lato ovest ;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
1170;VIA FELICE E G. FONTANA;11;entrambi;;;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
1570;VIA E. MACCANI;11;est;da Corso degli Alpini  a rotatoria incrocio Via Caduti di Nassiriya;lato est da Corso degli Alpini  a rotatoria incrocio Via Caduti di Nassiriya;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
1660;VIA DELLA MALVASIA;11;entrambi;;;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
2320;PIAZZA S. PELLICO;11;entrambi;;;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
2820;VIA SAN MARTINO;11;entrambi;;;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
3050;LARGO N. SAURO;11;entrambi;;;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
3290;VIA TORRE D'AUGUSTO;11;entrambi;da Via A. Manzoni ad Hotel Monaco;da Via A. Manzoni ad Hotel Monaco;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
3590;VIA DI CAMPOTRENTINO;11;entrambi;;;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
3650;VIA A. SCHMID;11;entrambi;;;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
3660;VIA L. SENESI;11;entrambi;compreso parcheggi;compreso parcheggi;11/04/2019;20.00;3.30;19.00;5.00;09/04/2019;03/04/2019;03/04/2019
290;VIA A. BETTINI;33;entrambi;;;12/04/2019;20.00;2.00;19.00;5.00;10/04/2019;03/04/2019;03/04/2019
3450;VIALE VERONA;33;entrambi;da incrocio Via A. Fogazzaro a incrocio rotonda Via A. Degasperi;da incrocio Via A. Fogazzaro a incrocio rotonda Via A. Degasperi;12/04/2019;20.00;2.00;19.00;5.00;10/04/2019;03/04/2019;03/04/2019
3817;VIA DI MADONNA BIANCA;33;entrambi;;;12/04/2019;20.00;2.00;19.00;5.00;10/04/2019;03/04/2019;03/04/2019
310;VIA E. BEZZI;13;entrambi;;;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
430;VIA BRESCIA;13;entrambi;tratto di Ponte San Lorenzo;tratto di Ponte San Lorenzo;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
560;VIA G. CANESTRINI;13;entrambi;tratto dalla ferrovia a incrocio con Via T. Gar;tratto dalla ferrovia a incrocio con Via T. Gar;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
1220;VIA T. GAR;13;entrambi;;;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
1350;VIA G. GIUSTI;13;entrambi;;;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
1420;VIA V. INAMA;13;entrambi;;;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
1930;VIA MONTE BALDO;13;entrambi;;;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
3420;VIA 24 MAGGIO;13;entrambi;;;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
3510;VIA VITTORIO VENETO;13;entrambi;da incrocio via Bezzi a Largo Prati;da incrocio via Bezzi a Largo Prati;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
3510;VIA VITTORIO VENETO;13;entrambi;da Via Monte Baldo a Largo E. Prati compreso entrata Maso Ginocchio;da Via Monte Baldo a Largo E. Prati compreso entrata Maso Ginocchio;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
3845;VIA SAN LORENZO;13;entrambi;;;15/04/2019;20.00;3.30;19.00;5.00;11/04/2019;03/04/2019;03/04/2019
210;VIA F. BARBACOVI;14;entrambi;;;16/04/2019;20.00;3.30;19.00;5.00;12/04/2019;03/04/2019;03/04/2019
450;VIA BRIGATA ACQUI;14;entrambi;;;16/04/2019;20.00;3.30;19.00;5.00;12/04/2019;03/04/2019;03/04/2019
1060;VIA MONS. C. ENDRICI;14;entrambi;;;16/04/2019;20.00;3.30;19.00;5.00;12/04/2019;03/04/2019;03/04/2019
1400;VIA DON GIUSEPPE GRAZIOLI;14;sud;;lato sud ;16/04/2019;20.00;3.30;19.00;5.00;12/04/2019;03/04/2019;03/04/2019
1600;VIA CARD. C. MADRUZZO;14;entrambi;da incrocio Via 24 Maggio a incrocio Via A. Rosmini;da incrocio Via 24 Maggio a incrocio Via A. Rosmini;16/04/2019;20.00;3.30;19.00;5.00;12/04/2019;03/04/2019;03/04/2019
2250;VIA DEI PARADISI;14;entrambi;;;16/04/2019;20.00;3.30;19.00;5.00;12/04/2019;03/04/2019;03/04/2019
2445;LARGO L. PIGARELLI;14;entrambi;;;16/04/2019;20.00;3.30;19.00;5.00;12/04/2019;03/04/2019;03/04/2019
2450;VIA C. A. PILATI;14;entrambi;;;16/04/2019;20.00;3.30;19.00;5.00;12/04/2019;03/04/2019;03/04/2019
2470;LARGO PORTA NUOVA;14;entrambi;;;16/04/2019;20.00;3.30;19.00;5.00;12/04/2019;03/04/2019;03/04/2019
2750;VIA S. FRANCESCO D'ASSISI;14;entrambi;;;16/04/2019;20.00;3.30;19.00;5.00;12/04/2019;03/04/2019;03/04/2019
800;VIA CARD. BERNARDO CLESIO;15;entrambi;;;17/04/2019;20.00;3.30;19.00;5.00;15/04/2019;03/04/2019;03/04/2019
880;PIAZZA DANTE;15;entrambi;;;17/04/2019;20.00;3.30;19.00;5.00;15/04/2019;03/04/2019;03/04/2019
1730;VIA A. MANZONI;15;entrambi;;;17/04/2019;20.00;3.30;19.00;5.00;15/04/2019;03/04/2019;03/04/2019
2670;VIA A. ROSMINI;15;ovest;;lato ovest ;17/04/2019;20.00;3.30;19.00;5.00;15/04/2019;03/04/2019;03/04/2019
3030;PIAZZA RAFFAELLO SANZIO;15;entrambi;da incrocio  Via A. Manzoni a incrocio Via Card. Bernardo Clesio;da incrocio  Via A. Manzoni a incrocio Via Card. Bernardo Clesio;17/04/2019;20.00;3.30;19.00;5.00;15/04/2019;03/04/2019;03/04/2019
3050;LARGO N. SAURO;15;entrambi;da semaforo a via A. Manzoni;da semaforo a via A. Manzoni;17/04/2019;20.00;3.30;19.00;5.00;15/04/2019;03/04/2019;03/04/2019
3300;VIA TORRE VANGA;15;entrambi;;;17/04/2019;20.00;3.30;19.00;5.00;15/04/2019;03/04/2019;03/04/2019
3310;VIA TORRE VERDE;15;entrambi;;;17/04/2019;20.00;3.30;19.00;5.00;15/04/2019;03/04/2019;03/04/2019
3400;PIAZZA VENEZIA;15;entrambi;;;17/04/2019;20.00;3.30;19.00;5.00;15/04/2019;03/04/2019;03/04/2019
3430;VIA DEI VENTUNO;15;entrambi;;;17/04/2019;20.00;3.30;19.00;5.00;15/04/2019;03/04/2019;03/04/2019
460;VIA F.LLI BRONZETTI;16;entrambi;;;18/04/2019;20.00;3.30;19.00;5.00;16/04/2019;03/04/2019;03/04/2019
760;VIA DAMIANO CHIESA;16;entrambi;;;18/04/2019;20.00;3.30;19.00;5.00;16/04/2019;03/04/2019;03/04/2019
1140;VIA F. FILZI;16;entrambi;;;18/04/2019;20.00;3.30;19.00;5.00;16/04/2019;03/04/2019;03/04/2019
1600;VIA CARD. C. MADRUZZO;16;entrambi;da incrocio Via 24 Maggio e Via Santa Croce;da incrocio Via 24 Maggio e Via Santa Croce;18/04/2019;20.00;3.30;19.00;5.00;16/04/2019;03/04/2019;03/04/2019
1610;VICOLO CARD. C. MADRUZZO;16;entrambi;;;18/04/2019;20.00;3.30;19.00;5.00;16/04/2019;03/04/2019;03/04/2019
1830;VIA P. A. MATTIOLI;16;entrambi;;;18/04/2019;20.00;3.30;19.00;5.00;16/04/2019;03/04/2019;03/04/2019
2330;VIA F.LLI PERINI;16;nord;;lato nord ;18/04/2019;20.00;3.30;19.00;5.00;16/04/2019;03/04/2019;03/04/2019
2950;VIA SANTA CROCE;16;entrambi;;;18/04/2019;20.00;3.30;19.00;5.00;16/04/2019;03/04/2019;03/04/2019
3350;CORSO 3 NOVEMBRE;16;entrambi;compresi vialetti interni;compresi vialetti interni;18/04/2019;20.00;3.30;19.00;5.00;16/04/2019;03/04/2019;03/04/2019
190;VIA ASILO PEDROTTI;17;entrambi;;;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
470;VIA G. BUCCELLA;17;entrambi;;;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
1560;VIA G. E T. LORENZONI;17;entrambi;;;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
1940;VIA MONTE CORNO;17;entrambi;;;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
2020;VIA DEI MUREDEI;17;entrambi;;;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
2170;VIA ORTIGARA;17;entrambi;;;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
2500;LARGO E. PRATI;17;entrambi;;;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
2660;VIA O. ROVERETI;17;entrambi;;;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
3510;VIA VITTORIO VENETO;17;entrambi;da largo E. Prati a rotatoria incrocio Via G.e T. Lorenzoni ;da largo E. Prati a rotatoria incrocio Via G.e T. Lorenzoni ;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
3801;VIA BEATO G. ALBERIONE;17;entrambi;;;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
3901;VIA G. MATTEOTTI;17;entrambi;da incrocio Via Ortigara a incrocio VIA G. Buccella;da incrocio Via Ortigara a incrocio VIA G. Buccella;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
3901;VIA G. MATTEOTTI;17;sud;;lato sud ;19/04/2019;20.00;2.00;19.00;5.00;17/04/2019;03/04/2019;03/04/2019
1810;VIA C. MARTINI;18;entrambi;;;23/04/2019;20.00;3.30;19.00;5.00;18/04/2019;03/04/2019;03/04/2019
2330;VIA F.LLI PERINI;18;sud;;lato sud ;23/04/2019;20.00;3.30;19.00;5.00;18/04/2019;03/04/2019;03/04/2019
2680;VIALE ROVERETO;18;entrambi;;;23/04/2019;20.00;3.30;19.00;5.00;18/04/2019;03/04/2019;03/04/2019
3500;VIA A. VIVALDI;18;entrambi;;;23/04/2019;20.00;3.30;19.00;5.00;18/04/2019;03/04/2019;03/04/2019
3510;VIA VITTORIO VENETO;18;entrambi;da via Mattioli a via 3 Novembre;da via Mattioli a via 3 Novembre;23/04/2019;20.00;3.30;19.00;5.00;18/04/2019;03/04/2019;03/04/2019
3530;VIA R. ZANDONAI;18;entrambi;;;23/04/2019;20.00;3.30;19.00;5.00;18/04/2019;03/04/2019;03/04/2019
3901;VIA G. MATTEOTTI;18;nord;;lato nord ;23/04/2019;20.00;3.30;19.00;5.00;18/04/2019;03/04/2019;03/04/2019
10;VIA C. ABBA;19;entrambi;;;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
940;VIA DIETRO LE MURA A;19;entrambi;;;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
1130;PIAZZA DI FIERA;19;entrambi;;;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
1630;VIA B. MALFATTI;19;entrambi;;;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
1720;VIA DELLA MANTOVANA;19;entrambi;;;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
1900;VIA DEI MILLE;19;sud;compreso parcheggio numeri civici 33, 35, 37, 39, 41;lato sud compreso parcheggio numeri civici 33, 35, 37, 39, 41;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
2370;VIA PIAVE;19;entrambi;;;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
2520;VIA G. A PRATO;19;entrambi;;;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
2730;VIA SAN BERNARDINO;19;entrambi;;;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
2780;VIA SAN GIOVANNI BOSCO;19;entrambi;;;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
3550;VIA ZARA;19;entrambi;tratto Via Zara tra civici 12 e 22;tratto Via Zara tra civici 12 e 22;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
3905;VIA EDDA ALBERTINI;19;entrambi;;;24/04/2019;20.00;3.30;19.00;5.00;19/04/2019;03/04/2019;03/04/2019
360;VIA P. BENEDETTO BONELLI;20;entrambi;;;26/04/2019;20.00;2.00;19.00;5.00;23/04/2019;03/04/2019;03/04/2019
1150;VIA FIUME;20;entrambi;;;26/04/2019;20.00;2.00;19.00;5.00;23/04/2019;03/04/2019;03/04/2019
1340;VIA B. GIOVANELLI;20;entrambi;;;26/04/2019;20.00;2.00;19.00;5.00;23/04/2019;03/04/2019;03/04/2019
1400;VIA DON GIUSEPPE GRAZIOLI;20;nord;compreso parcheggio ex Cassa Malati;lato nord compreso parcheggio ex Cassa Malati;26/04/2019;20.00;2.00;19.00;5.00;23/04/2019;03/04/2019;03/04/2019
1900;VIA DEI MILLE;20;nord;;lato nord ;26/04/2019;20.00;2.00;19.00;5.00;23/04/2019;03/04/2019;03/04/2019
1920;VIA DEI MOLINI;20;entrambi;;;26/04/2019;20.00;2.00;19.00;5.00;23/04/2019;03/04/2019;03/04/2019
3360;VIALE TRIESTE;20;entrambi;;;26/04/2019;20.00;2.00;19.00;5.00;23/04/2019;03/04/2019;03/04/2019
3550;VIA ZARA;20;entrambi;;;26/04/2019;20.00;2.00;19.00;5.00;23/04/2019;03/04/2019;03/04/2019
4048;PONTE BEATO MARIO BORZAGA;20;entrambi;;;26/04/2019;20.00;2.00;19.00;5.00;23/04/2019;03/04/2019;03/04/2019
40;VIA ADAMELLO;21;entrambi;;;29/04/2019;20.00;3.30;19.00;5.00;24/04/2019;03/04/2019;03/04/2019
300;VIA BEZZECCA;21;entrambi;;;29/04/2019;20.00;3.30;19.00;5.00;24/04/2019;03/04/2019;03/04/2019
865;VIA S.F.CROSINA-B.SARTORI;21;entrambi;compreso parcheggio;compreso parcheggio;29/04/2019;20.00;3.30;19.00;5.00;24/04/2019;03/04/2019;03/04/2019
1160;VIA A. FOGAZZARO;21;entrambi;;;29/04/2019;20.00;3.30;19.00;5.00;24/04/2019;03/04/2019;03/04/2019
1370;VIA GOCCIADORO;21;entrambi;da Largo Donatori Vol. Sangue a inrocio con Via S.F. Crosina-B. Sartori;da Largo Donatori Vol. Sangue a inrocio con Via S.F. Crosina-B. Sartori;29/04/2019;20.00;3.30;19.00;5.00;24/04/2019;03/04/2019;03/04/2019
1650;VIA MALTA;21;entrambi;;;29/04/2019;20.00;3.30;19.00;5.00;24/04/2019;03/04/2019;03/04/2019
1890;VIA MILANO;21;sud;;lato sud ;29/04/2019;20.00;3.30;19.00;5.00;24/04/2019;03/04/2019;03/04/2019
2200;VIA PALERMO;21;entrambi;compreso parcheggio;compreso parcheggio;29/04/2019;20.00;3.30;19.00;5.00;24/04/2019;03/04/2019;03/04/2019
3450;VIALE VERONA;21;entrambi;da incrocio Via Marsala a incrocio Via A. Fogazzaro ;da incrocio Via Marsala a incrocio Via A. Fogazzaro ;29/04/2019;20.00;3.30;19.00;5.00;24/04/2019;03/04/2019;03/04/2019
4047;PONTE DEI MILLE;21;entrambi;;;29/04/2019;20.00;3.30;19.00;5.00;24/04/2019;03/04/2019;03/04/2019
110;VIA ALTIPIANI;22;entrambi;;;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
150;VIA L. ANZOLETTI;22;est;;lato est ;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
170;VIA A. APOLLONIO;22;sud;;lato sud ;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
280;VIA O. BENEVOLI;22;entrambi;;;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
340;VIALE N. BOLOGNINI;22;entrambi;da Ponte dei Mille al civico 96 ;da Ponte dei Mille al civico 96 ;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
410;VIA O. BRENTARI;22;entrambi;;;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
1380;VIA GORIZIA;22;entrambi;da incrocio Piazza Vicenza a  Via Regina Pacis;da incrocio Piazza Vicenza a  Via Regina Pacis;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
1890;VIA MILANO;22;nord;;lato nord ;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
2050;VIA A. NICOLODI;22;est;;lato est ;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
2210;VIA G. P. DA PALESTRINA;22;entrambi;;;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
2550;VIA G. RANZI;22;entrambi;;;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
2570;VIA REGINA PACIS;22;entrambi;;;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
3270;VIA TOFANE;22;entrambi;;;30/04/2019;20.00;3.30;19.00;5.00;26/04/2019;03/04/2019;03/04/2019
920;VIA AL DESERT;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
975;L.GO DONATORI VOL. SANGUE;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
1300;VIA G. GEROLA;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
1310;VIA DELLE GHIAIE;23;entrambi;rotonda all'incrocio con Via A. Degasperi;rotonda all'incrocio con Via A. Degasperi;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
1370;VIA GOCCIADORO;23;entrambi;da Largo Donatori Vol. Sangue a  incrocio Viale Verona;da Largo Donatori Vol. Sangue a  incrocio Viale Verona;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
1380;VIA GORIZIA;23;entrambi;da incrocio Piazza Vicenza a incrocio Via Bolghera;da incrocio Piazza Vicenza a incrocio Via Bolghera;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
1850;LARGO MEDAGLIE D'ORO;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
2040;VIA NICOLO' D'ARCO;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
2090;VIA G. ONESTINGHEL;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
2140;VIA P. ORSI;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
2280;VIA PASUBIO;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
2930;VIA SANT'ANTONIO;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
3280;VIA TONALE;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
3470;PIAZZA VICENZA;23;entrambi;da incrocio Via Vicenza a Via Pasubio;da incrocio Via Vicenza a Via Pasubio;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
3770;VIA H. JEDIN;23;entrambi;;;02/05/2019;20.00;3.30;19.00;5.00;29/04/2019;03/04/2019;03/04/2019
150;VIA L. ANZOLETTI;24;ovest;;lato ovest ;03/05/2019;20.00;2.00;19.00;5.00;30/04/2019;03/04/2019;03/04/2019
